 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=      Ewing's Sarcoma Eric Kraemer, M.D.
1-1	Ewing	B-RADLEX
1-2	'	I-RADLEX
1-3	s	I-RADLEX
1-4	Sarcoma	I-RADLEX|B-RADLEX
1-5	Eric	O
1-6	Kraemer	O
1-7	,	O
1-8	M	O
1-9	.	O
1-10	D	O
1-11	.	O

#id=2
#text=Jackson Norman, M.D.Children's Memorial Hospital  Abstract 5 year old with prominent right sided heart sounds, evaluate for dextrocardia Keywords Ewing's sarcoma, ct, chest wall mass   			Publication Date: 2004-06-08                History 5 year old with prominent right sided heart sounds, evaluate for dextrocardia   Images (#1)   Findings (#1)  Chest x-ray: Left hemithorax mass with rib destruction.
2-1	Jackson	O
2-2	Norman	O
2-3	,	O
2-4	M	O
2-5	.	O
2-6	D	O
2-7	.	O
2-8	Children	O
2-9	'	O
2-10	s	O
2-11	Memorial	O
2-12	Hospital	O
2-13	Abstract	O
2-14	5	O
2-15	year	O
2-16	old	B-RADLEX
2-17	with	O
2-18	prominent	B-RADLEX
2-19	right	B-RADLEX|B-RADLEX
2-20	sided	I-RADLEX
2-21	heart	B-RADLEX
2-22	sounds	O
2-23	,	O
2-24	evaluate	O
2-25	for	O
2-26	dextrocardia	O
2-27	Keywords	O
2-28	Ewing	B-RADLEX
2-29	'	I-RADLEX
2-30	s	I-RADLEX
2-31	sarcoma	I-RADLEX|B-RADLEX
2-32	,	O
2-33	ct	O
2-34	,	O
2-35	chest	B-RADLEX|B-RADLEX
2-36	wall	I-RADLEX|B-RADLEX
2-37	mass	B-RADLEX
2-38	Publication	O
2-39	Date	O
2-40	:	O
2-41	2004	O
2-42	-	O
2-43	06	O
2-44	-	O
2-45	08	O
2-46	History	O
2-47	5	O
2-48	year	O
2-49	old	B-RADLEX
2-50	with	O
2-51	prominent	B-RADLEX
2-52	right	B-RADLEX|B-RADLEX
2-53	sided	I-RADLEX
2-54	heart	B-RADLEX
2-55	sounds	O
2-56	,	O
2-57	evaluate	O
2-58	for	O
2-59	dextrocardia	O
2-60	Images	O
2-61	(#	O
2-62	1	O
2-63	)	O
2-64	Findings	O
2-65	(#	O
2-66	1	O
2-67	)	O
2-68	Chest	B-RADLEX
2-69	x	B-RADLEX
2-70	-	I-RADLEX
2-71	ray	I-RADLEX
2-72	:	O
2-73	Left	B-RADLEX|B-RADLEX
2-74	hemithorax	I-RADLEX|B-RADLEX
2-75	mass	B-RADLEX
2-76	with	O
2-77	rib	B-RADLEX
2-78	destruction	O
2-79	.	O

#id=3
#text=  Images (#2)   Findings (#2) CT chest: Large left chest wall mass with contralateral displacement of the medistinum   Diagnosis Ewing's Sarcoma    Differential Ewing's Sarcoma, PNET, metastatic disease, lymphoma    Discussion Ewing's sarcoma is one of the small round cell tumors frequently seen in childhood.
3-1	Images	O
3-2	(#	O
3-3	2	O
3-4	)	O
3-5	Findings	O
3-6	(#	O
3-7	2	O
3-8	)	O
3-9	CT	B-RADLEX
3-10	chest	B-RADLEX
3-11	:	O
3-12	Large	B-RADLEX
3-13	left	B-RADLEX
3-14	chest	B-RADLEX|B-RADLEX
3-15	wall	I-RADLEX|B-RADLEX
3-16	mass	B-RADLEX
3-17	with	O
3-18	contralateral	B-RADLEX
3-19	displacement	B-RADLEX
3-20	of	O
3-21	the	O
3-22	medistinum	O
3-23	Diagnosis	B-RADLEX
3-24	Ewing	B-RADLEX
3-25	'	I-RADLEX
3-26	s	I-RADLEX
3-27	Sarcoma	I-RADLEX|B-RADLEX
3-28	Differential	O
3-29	Ewing	B-RADLEX
3-30	'	I-RADLEX
3-31	s	I-RADLEX
3-32	Sarcoma	I-RADLEX|B-RADLEX
3-33	,	O
3-34	PNET	B-RADLEX
3-35	,	O
3-36	metastatic	B-RADLEX
3-37	disease	I-RADLEX
3-38	,	O
3-39	lymphoma	B-RADLEX
3-40	Discussion	O
3-41	Ewing	B-RADLEX
3-42	'	I-RADLEX
3-43	s	I-RADLEX
3-44	sarcoma	I-RADLEX|B-RADLEX
3-45	is	O
3-46	one	O
3-47	of	O
3-48	the	O
3-49	small	B-RADLEX
3-50	round	B-RADLEX
3-51	cell	B-RADLEX
3-52	tumors	B-RADLEX
3-53	frequently	O
3-54	seen	O
3-55	in	O
3-56	childhood	O
3-57	.	O

#id=4
#text=About 10 percent of all primary bone tumors are Ewing's sarcoma, making it the third most common primary bone tumor.
4-1	About	O
4-2	10	B-RADLEX
4-3	percent	O
4-4	of	O
4-5	all	B-RADLEX
4-6	primary	O
4-7	bone	B-RADLEX
4-8	tumors	B-RADLEX
4-9	are	O
4-10	Ewing	B-RADLEX
4-11	'	I-RADLEX
4-12	s	I-RADLEX
4-13	sarcoma	I-RADLEX|B-RADLEX
4-14	,	O
4-15	making	O
4-16	it	O
4-17	the	O
4-18	third	B-RADLEX
4-19	most	O
4-20	common	O
4-21	primary	O
4-22	bone	B-RADLEX
4-23	tumor	O
4-24	.	O

#id=5
#text=Like most bone tumors, Ewings sarcoma is most common in children or teenagers, and is more common in males than females.
5-1	Like	O
5-2	most	O
5-3	bone	B-RADLEX
5-4	tumors	B-RADLEX
5-5	,	O
5-6	Ewings	B-RADLEX
5-7	sarcoma	I-RADLEX|B-RADLEX
5-8	is	O
5-9	most	O
5-10	common	O
5-11	in	O
5-12	children	O
5-13	or	O
5-14	teenagers	O
5-15	,	O
5-16	and	O
5-17	is	O
5-18	more	O
5-19	common	O
5-20	in	O
5-21	males	B-RADLEX
5-22	than	O
5-23	females	B-RADLEX
5-24	.	O

#id=6
#text=Ewing's sarcoma can occur in patients from age 1 to 80, but is unusual in patients over 30.
6-1	Ewing	B-RADLEX
6-2	'	I-RADLEX
6-3	s	I-RADLEX
6-4	sarcoma	I-RADLEX|B-RADLEX
6-5	can	O
6-6	occur	O
6-7	in	O
6-8	patients	B-RADLEX|B-RADLEX
6-9	from	I-RADLEX
6-10	age	I-RADLEX
6-11	1	I-RADLEX
6-12	to	I-RADLEX
6-13	80	I-RADLEX
6-14	,	I-RADLEX
6-15	but	I-RADLEX
6-16	is	I-RADLEX
6-17	unusual	I-RADLEX
6-18	in	I-RADLEX
6-19	patients	I-RADLEX|B-RADLEX
6-20	over	O
6-21	30	O
6-22	.	O

#id=7
#text=It arises from the bone marrow, typically in long bones such as the femur, tibia, or humerus, but may occur in the pelvis, scapula or ribs.
7-1	It	O
7-2	arises	O
7-3	from	O
7-4	the	O
7-5	bone	B-RADLEX|B-RADLEX|B-RADLEX
7-6	marrow	I-RADLEX|I-RADLEX
7-7	,	I-RADLEX
7-8	typically	I-RADLEX
7-9	in	I-RADLEX
7-10	long	I-RADLEX|B-RADLEX
7-11	bones	O
7-12	such	O
7-13	as	O
7-14	the	O
7-15	femur	B-RADLEX
7-16	,	O
7-17	tibia	B-RADLEX
7-18	,	O
7-19	or	O
7-20	humerus	B-RADLEX
7-21	,	O
7-22	but	O
7-23	may	O
7-24	occur	O
7-25	in	O
7-26	the	O
7-27	pelvis	B-RADLEX
7-28	,	O
7-29	scapula	B-RADLEX
7-30	or	O
7-31	ribs	B-RADLEX|B-RADLEX
7-32	.	O

#id=8
#text=In patients older than 20 the incidence in flat bones is higher than in long bones.
8-1	In	O
8-2	patients	B-RADLEX
8-3	older	O
8-4	than	O
8-5	20	O
8-6	the	O
8-7	incidence	O
8-8	in	O
8-9	flat	B-RADLEX|B-RADLEX
8-10	bones	I-RADLEX|B-RADLEX|B-RADLEX|B-RADLEX
8-11	is	I-RADLEX
8-12	higher	I-RADLEX
8-13	than	I-RADLEX
8-14	in	I-RADLEX
8-15	long	I-RADLEX|B-RADLEX
8-16	bones	I-RADLEX
8-17	.	O

#id=9
#text=Ewings sarcoma can also present as a soft tissue mass without any bony involvement, as seen in this patient.
9-1	Ewings	B-RADLEX
9-2	sarcoma	I-RADLEX|B-RADLEX
9-3	can	O
9-4	also	O
9-5	present	B-RADLEX
9-6	as	O
9-7	a	O
9-8	soft	B-RADLEX|B-RADLEX
9-9	tissue	I-RADLEX|B-RADLEX
9-10	mass	B-RADLEX
9-11	without	B-RADLEX
9-12	any	O
9-13	bony	O
9-14	involvement	O
9-15	,	O
9-16	as	O
9-17	seen	O
9-18	in	O
9-19	this	O
9-20	patient	B-RADLEX
9-21	.	O

#id=10
#text=Clinically, patients with Ewing's sarcoma usually present with pain, swelling, fever, and leukocytosis.
10-1	Clinically	O
10-2	,	O
10-3	patients	B-RADLEX
10-4	with	O
10-5	Ewing	B-RADLEX
10-6	'	I-RADLEX
10-7	s	I-RADLEX
10-8	sarcoma	I-RADLEX|B-RADLEX
10-9	usually	O
10-10	present	B-RADLEX
10-11	with	O
10-12	pain	B-RADLEX
10-13	,	O
10-14	swelling	O
10-15	,	O
10-16	fever	B-RADLEX
10-17	,	O
10-18	and	O
10-19	leukocytosis	O
10-20	.	O

#id=11
#text= Ewing's sarcoma usually arises from within the medullary canal of bone.
11-1	Ewing	B-RADLEX
11-2	'	I-RADLEX
11-3	s	I-RADLEX
11-4	sarcoma	I-RADLEX|B-RADLEX
11-5	usually	O
11-6	arises	O
11-7	from	O
11-8	within	O
11-9	the	O
11-10	medullary	B-RADLEX
11-11	canal	I-RADLEX
11-12	of	O
11-13	bone	B-RADLEX
11-14	.	O

#id=12
#text=Typically on x-ray a destructive pattern in bone is seen, often associated with a soft tissue mass.
12-1	Typically	O
12-2	on	O
12-3	x	B-RADLEX
12-4	-	I-RADLEX
12-5	ray	I-RADLEX
12-6	a	O
12-7	destructive	B-RADLEX
12-8	pattern	I-RADLEX
12-9	in	O
12-10	bone	B-RADLEX
12-11	is	O
12-12	seen	O
12-13	,	O
12-14	often	O
12-15	associated	O
12-16	with	O
12-17	a	O
12-18	soft	B-RADLEX|B-RADLEX
12-19	tissue	I-RADLEX|B-RADLEX
12-20	mass	B-RADLEX
12-21	.	O

#id=13
#text=The lesion typically begins in the metaphyseal/diaphyseal region of the bone, is poorly marginated, involves a long length of the shaft, and shows destruction of the cortex with an overlying onionskin periosteal reaction.
13-1	The	O
13-2	lesion	B-RADLEX|B-RADLEX|B-RADLEX|B-RADLEX
13-3	typically	O
13-4	begins	O
13-5	in	O
13-6	the	O
13-7	metaphyseal	O
13-8	/	O
13-9	diaphyseal	O
13-10	region	B-RADLEX
13-11	of	I-RADLEX
13-12	the	I-RADLEX
13-13	bone	I-RADLEX|B-RADLEX
13-14	,	O
13-15	is	O
13-16	poorly	O
13-17	marginated	O
13-18	,	O
13-19	involves	O
13-20	a	O
13-21	long	B-RADLEX
13-22	length	B-RADLEX
13-23	of	O
13-24	the	O
13-25	shaft	O
13-26	,	O
13-27	and	O
13-28	shows	O
13-29	destruction	O
13-30	of	O
13-31	the	O
13-32	cortex	B-RADLEX
13-33	with	O
13-34	an	O
13-35	overlying	O
13-36	onionskin	O
13-37	periosteal	B-RADLEX|B-RADLEX
13-38	reaction	I-RADLEX|I-RADLEX
13-39	.	O

#id=14
#text=Codman's triangles may be present.
14-1	Codman	B-RADLEX
14-2	'	I-RADLEX
14-3	s	I-RADLEX
14-4	triangles	I-RADLEX
14-5	may	O
14-6	be	O
14-7	present	B-RADLEX
14-8	.	O

#id=15
#text=Lesions in the flat bones may also have patches of osteosclerosis due to stimulation of osteoid formation.
15-1	Lesions	B-RADLEX|B-RADLEX|B-RADLEX|B-RADLEX
15-2	in	O
15-3	the	O
15-4	flat	B-RADLEX|B-RADLEX
15-5	bones	I-RADLEX|B-RADLEX|B-RADLEX
15-6	may	O
15-7	also	O
15-8	have	O
15-9	patches	O
15-10	of	O
15-11	osteosclerosis	B-RADLEX
15-12	due	O
15-13	to	O
15-14	stimulation	B-RADLEX
15-15	of	O
15-16	osteoid	O
15-17	formation	O
15-18	.	O

#id=16
#text=CT, MRI, or bone scan show the intramedually extent of the tumor, soft tissue involvement and metastasis to other areas of the body, most commonly lung and bones.
16-1	CT	B-RADLEX
16-2	,	O
16-3	MRI	B-RADLEX
16-4	,	O
16-5	or	O
16-6	bone	B-RADLEX
16-7	scan	O
16-8	show	O
16-9	the	O
16-10	intramedually	O
16-11	extent	O
16-12	of	O
16-13	the	O
16-14	tumor	B-RADLEX
16-15	,	O
16-16	soft	B-RADLEX|B-RADLEX
16-17	tissue	I-RADLEX|B-RADLEX
16-18	involvement	O
16-19	and	O
16-20	metastasis	B-RADLEX|B-RADLEX
16-21	to	O
16-22	other	O
16-23	areas	O
16-24	of	O
16-25	the	O
16-26	body	B-RADLEX
16-27	,	O
16-28	most	O
16-29	commonly	O
16-30	lung	B-RADLEX
16-31	and	O
16-32	bones	O
16-33	.	O

#id=17
#text= Ewing's sarcoma can be differentiated from the other small round cess tumors such as neuroblastoma and non-Hodkin's lymphoma by the presence of a t(11;22) translocation.
17-1	Ewing	B-RADLEX
17-2	'	I-RADLEX
17-3	s	I-RADLEX
17-4	sarcoma	I-RADLEX|B-RADLEX
17-5	can	O
17-6	be	O
17-7	differentiated	O
17-8	from	O
17-9	the	O
17-10	other	O
17-11	small	B-RADLEX
17-12	round	B-RADLEX
17-13	cess	O
17-14	tumors	B-RADLEX
17-15	such	O
17-16	as	O
17-17	neuroblastoma	B-RADLEX
17-18	and	O
17-19	non	O
17-20	-	O
17-21	Hodkin	O
17-22	'	O
17-23	s	O
17-24	lymphoma	B-RADLEX
17-25	by	O
17-26	the	O
17-27	presence	O
17-28	of	O
17-29	a	O
17-30	t	O
17-31	(	O
17-32	11	B-RADLEX
17-33	;	O
17-34	22	O
17-35	)	O
17-36	translocation	O
17-37	.	O

#id=18
#text=Therapy is usually radiotherapy and chemotherapy and the prognosis is very good for patients with distal extremity nonmetastatic tumors.
18-1	Therapy	B-RADLEX
18-2	is	O
18-3	usually	O
18-4	radiotherapy	B-RADLEX
18-5	and	O
18-6	chemotherapy	B-RADLEX
18-7	and	O
18-8	the	O
18-9	prognosis	O
18-10	is	O
18-11	very	O
18-12	good	B-RADLEX
18-13	for	O
18-14	patients	B-RADLEX
18-15	with	O
18-16	distal	B-RADLEX
18-17	extremity	B-RADLEX
18-18	nonmetastatic	O
18-19	tumors	B-RADLEX
18-20	.	O

#id=19
#text=The prognosis is poor for patients with metastatic disease at diagnosis, tumors of the pelvic bones, and tumors in the proximal femur.
19-1	The	O
19-2	prognosis	O
19-3	is	O
19-4	poor	B-RADLEX
19-5	for	O
19-6	patients	B-RADLEX
19-7	with	O
19-8	metastatic	B-RADLEX
19-9	disease	I-RADLEX
19-10	at	O
19-11	diagnosis	B-RADLEX
19-12	,	O
19-13	tumors	B-RADLEX
19-14	of	O
19-15	the	O
19-16	pelvic	B-RADLEX
19-17	bones	I-RADLEX|B-RADLEX|B-RADLEX
19-18	,	O
19-19	and	O
19-20	tumors	B-RADLEX
19-21	in	O
19-22	the	O
19-23	proximal	B-RADLEX|B-RADLEX
19-24	femur	I-RADLEX|B-RADLEX
19-25	.	O

#id=20
#text=  References  http://rad.usuhs.mil/medpix/medpix.html?mode=single&comebackto=mode%3Dcat_browse&recnum=2779    .
20-1	References	O
20-2	http	O
20-3	://	O
20-4	rad	O
20-5	.	O
20-6	usuhs	O
20-7	.	O
20-8	mil	O
20-9	/	O
20-10	medpix	O
20-11	/	O
20-12	medpix	O
20-13	.	O
20-14	html	O
20-15	?	O
